NAME,COUNTRY,LONGITUDE,LATITUDE,TAMAX,TAMAXDATE,TAMIN,TAMINDATE
PERRY CAA AIRPORT, OH US,-81.1,41.78333,10.96,1949,10.96,1949
ROCKFORD CAA AIRPORT, IL US,-89.05,42.35,9.22,1949,7.4,1950
SAGINAW MBS INTERNATIONAL AIRPORT, MI US,-84.07972,43.53306,10.93,1931,6.09,1917
SANDUSKY, OH US,-82.7167,41.45,12.21,2016,8.92,1978
SAULT STE MARIE SANDERSON FIELD, MI US,-84.3572,46.4794,7.54,2012,3.1,1950
SOUTH BEND AIRPORT, IN US,-86.3163,41.7072,11.85,2012,7.62,1904
TOLEDO WBAS, OH US,-83.46667,41.56667,11.13,1949,8.51,1940
TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US,-85.5825,44.74083,10.06,2012,5.05,1904
YOUNGSTOWN WARREN REGIONAL AIRPORT, OH US,-80.6737,41.2548,11.47,1938,7.87,1980
DETROIT WILLOW RUN AIRPORT, MI US,-83.53333,42.23333,12.51,2012,8.17,1966
GLENVIEW NAS, IL US,-87.83333,42.08333,11.78,1987,8.08,1951
GROSSE ILE NAS, MI US,-83.16667,42.1,10.89,1949,8.72,1950
HANCOCK HOUGHTON CO AIRPORT, MI US,-88.48889,47.16861,7.15,1998,2.29,1950
GRAND MARAIS, MI US,-85.95,46.66667,7.2,1998,2.67,1950
ERIE INTERNATIONAL AIRPORT, PA US,-80.1824,42.0803,11.71,1998,7.61,1972
PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US,-80.0,40.45,13.32,1953,10.43,1926
PEORIA CITY OFFICE, IL US,-89.6,40.71667,13.08,1931,8.67,1917
CHICAGO WAUKEGAN REGIONAL AIRPORT, IL US,-87.86667,42.41667,10.91,2012,6.85,2014
CHICAGO WEATHER BUREAU CITY 2, IL US,-87.63333,41.88333,12.46,1921,8.05,1904
MANSFIELD LAHM REGIONAL AIRPORT, OH US,-82.5178,40.8204,11.63,1973,8.19,1976
CHICAGO UNIVERSITY, IL US,-87.6,41.78333,12.45,1987,8.85,1926
WHEELING OHIO CO AIRPORT, WV US,-80.64722,40.17639,12.62,2016,9.98,2014
AKRON CANTON AIRPORT, OH US,-81.4435,40.9181,12.03,2012,8.49,1958
AKRON NAS, OH US,-81.48333,41.03333,11.41,1953,10.53,1956
WAUSAU ASOS, WI US,-89.6277,44.9288,9.27,1998,4.12,1950
GREEN BAY A S INTERNATIONAL AIRPORT, WI US,-88.1366,44.4794,9.66,1931,4.57,1917
LINCOLN AFB, NE US,-96.76667,40.85,11.67,1956,8.83,1951
ALEXANDRIA CHANDLER FIELD, MN US,-95.3941,45.8679,8.24,1987,2.84,1950
DEVILS LAKE KDLR, ND US,-98.868,48.1069,6.92,1987,1.07,1950
DULUTH INTERNATIONAL AIRPORT, MN US,-92.1833,46.8369,6.69,2012,1.37,1950
FARGO HECTOR INTERNATIONAL AIRPORT, ND US,-96.8111,46.9253,8.19,2016,2.59,1950
GRAND FORKS INTERNATIONAL AIRPORT, ND US,-97.1839,47.9428,6.9,2016,1.31,1950
INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US,-93.3981,48.5614,5.67,1987,0.89,1979
JAMESTOWN MUNICIPAL AIRPORT, ND US,-98.6691,46.9258,8.97,1987,1.92,1950
LA CROSSE MUNICIPAL AIRPORT, WI US,-91.2527,43.8788,11.02,1998,5.72,1950
LONE ROCK TRI CO AIRPORT, WI US,-90.18139,43.21194,10.35,2012,5.74,1951
MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US,-93.2289,44.8831,10.43,2012,5.14,1972
MOLINE QUAD CITY INTERNATIONAL AIRPORT, IL US,-90.52333,41.46528,12.09,2016,8.44,1979
PEMBINA, ND US,-97.2414,48.9713,5.43,1952,0.67,1917
ROCHESTER INTERNATIONAL AIRPORT, MN US,-92.4916,43.9041,10.1,2012,4.35,1917
ST. CLOUD REGIONAL AIRPORT, MN US,-94.0513,45.5433,8.37,2012,3.47,1950
ST. PAUL DOWNTOWN AIRPORT, MN US,-93.0558,44.9322,10.26,2012,5.52,1950
WILLMAR, MN US,-95.08333,45.11667,6.22,1949,6.22,1949
ABERDEEN REGIONAL AIRPORT, SD US,-98.413,45.4433,9.84,1931,3.62,1917
ATLANTIC MUNICIPAL AIRPORT, IA US,-95.04667,41.40722,8.86,1948,7.37,1950
BURLINGTON MUNICIPAL AIRPORT, IA US,-91.12528,40.78333,13.36,1921,8.84,1917
DAVENPORT WEATHER BUREAU OFFICE CITY, IA US,-90.57333,41.52333,12.95,1931,8.26,1917
DES MOINES INTERNATIONAL AIRPORT, IA US,-93.653,41.5338,13.34,2012,8.22,1951
DUBUQUE WEATHER BUREAU CITY, IA US,-90.66667,42.5,10.02,1949,7.63,1951
GRAND ISLAND CENTRAL NE REGIONAL AIRPORT, NE US,-98.3136,40.9611,12.76,2012,8.48,1951
HURON REGIONAL AIRPORT, SD US,-98.2231,44.3981,10.01,1931,5.12,1883
IOWA CITY MUNICIPAL AIRPORT, IA US,-91.54306,41.63278,11.98,2012,7.79,1951
KIRKSVILLE REGIONAL AIRPORT, MO US,-92.54333,40.09722,12.73,2012,9.22,1951
LINCOLN AIRPORT, NE US,-96.7475,40.8508,12.8,2016,8.66,1978
MASON CITY MUNICIPAL AIRPORT, IA US,-93.3269,43.1544,9.89,2012,5.26,1950
NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US,-97.4352,41.9855,11.76,2012,7.44,1950
OMAHA EPPLEY AIRFIELD, NE US,-95.8991,41.3102,13.2,2012,8.82,1985
SIOUX CITY AIRPORT, IA US,-96.3791,42.3913,11.36,2012,7.25,1996
SIOUX FALLS FOSS FIELD, SD US,-96.7539,43.5778,10.28,2012,5.64,1950
TARKIO, MO US,-95.4,40.41667,12.82,1931,9.14,1929
WATERTOWN REGIONAL AIRPORT, SD US,-97.1494,44.9047,9.27,1931,3.52,1917
MINNEAPOLIS NAS, MN US,-93.21667,44.88333,8.24,1953,5.7,1951
BELLEVUE OFFUTT AFB, NE US,-95.91667,41.11667,12.2,1954,9.06,1951
OTTUMWA INDUSTRIAL AIRPORT, IA US,-92.4466,41.1077,12.35,1987,8.7,2014
LINCOLN WASTE WATER TREATMENT PLANT, NE US,-96.6869,40.8389,12.02,1981,9.15,1888
SPENCER MUNICIPAL AIRPORT, IA US,-95.20167,43.16444,10.17,2012,6.23,2008
CEDAR RAPIDS MUNICIPAL AIRPORT, IA US,-91.7166,41.8833,10.82,1987,7.45,2014
CHIPPEWA VALLEY REGIONAL AIRPORT, WI US,-91.4879,44.8665,9.32,1998,4.46,1950
REDWOOD FALLS MUNICIPAL AIRPORT, MN US,-95.0804,44.5483,11.22,1931,4.44,1951
LAMONI FAA AIRPORT, IA US,-94.0,40.65,11.23,1954,8.28,1951
LEXINGTON JIM KELLY FIELD, NE US,-99.77083,40.78861,10.85,1954,9.0,1960
GRANTSBURG, WI US,-92.6886,45.7728,8.23,2012,3.42,1951
HILO INTERNATIONAL AIRPORT 87, HI US,-155.053,19.7191,24.54,2015,21.87,1955
KAILUA KONA KE AHOLE AIRPORT, HI US,-156.04889,19.73556,26.5,2015,24.9,1999
MAUNA LOA 5 NNE, HI US,-155.576,19.5354,8.61,2016,6.99,2008
HILO 5 S, HI US,-155.0827,19.645,22.27,2015,20.82,2012
DEL RIO LAUGHLIN AFB, TX US,-100.78333,29.36667,22.09,1954,19.96,1958
DEL RIO, TX US,-100.91667,29.36667,21.87,1962,20.23,1958
DEL RIO INTERNATIONAL AIRPORT, TX US,-100.927,29.3784,22.85,2012,19.66,1976
PANTHER JUNCTION 2 N, TX US,-103.2093,29.3483,20.72,2017,19.21,2013
BARKING SANDS, HI US,-159.78333,22.03333,25.41,2004,22.93,1975
WHEELER ARMY AIR FIELD 810.1, HI US,-158.02806,21.48722,22.48,1940,21.72,1939
BARBERS POINT NAS, HI US,-158.06667,21.31667,26.15,1991,23.21,1955
EWA MCAS, HI US,-158.05,21.33333,23.74,1948,23.73,1947
KAHULUI AIRPORT, HI US,-156.42861,20.89972,25.45,1980,22.85,1955
PEARL HARBOR NAS, HI US,-157.95,21.35,24.66,1946,24.66,1946
KANEOHE BAY MCAS, HI US,-157.76794,21.45045,26.09,1980,23.6,1948
HONOLULU INTERNATIONAL AIRPORT, HI US,-157.9294,21.324,26.25,1995,23.58,1955
HONOLULU SUBSTATION 407, HI US,-157.86667,21.31667,24.5,1961,23.3,1955
PUUNENE CAA AIRPORT, HI US,-156.46667,20.83333,24.3,1951,22.63,1955
MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT, HI US,-157.0961,21.1545,25.17,2019,22.48,1955
LIHUE WEATHER SERVICE OFFICE AIRPORT 1020.1, HI US,-159.34056,21.98389,25.14,1984,23.1,1965
EWA KALAELOA AIRPORT, HI US,-158.06667,21.31667,25.38,2016,23.87,2013
HOLLOMAN AFB, NM US,-106.1,32.85,17.66,1954,14.51,1967
KIRTLAND AFB, NM US,-106.61667,35.05,14.83,1950,13.39,1949
WEBB AFB, TX US,-101.51667,32.21667,19.16,1954,16.41,1966
CHILDRESS MUNICIPAL AIRPORT, TX US,-100.2831,34.4272,18.65,2012,15.52,1968
CLOVIS CANNON AFB, NM US,-103.31667,34.38333,15.6,1954,13.25,1966
ROSWELL INDUSTRIAL AIR PARK, NM US,-104.5083,33.3075,17.75,2017,15.06,1997
DENVER LOWRY AFB, CO US,-104.9,39.71667,12.27,1954,8.93,1964
SAN ANGELO GOODFELLOW AFB, TX US,-100.4,31.4,20.27,1954,18.75,1957
BIGGS AFB, TX US,-106.38,31.84944,18.98,1950,16.33,1964
REESE AFB, TX US,-102.23333,33.58333,16.66,1954,14.96,1960
MIDLAND INTERNATIONAL AIRPORT, TX US,-102.2086,31.9475,19.69,2017,16.09,1932
SAN ANGELO MATHIS FIELD, TX US,-100.495,31.35167,20.69,2011,17.16,1976
AURORA BUCKLEY FIELD ANGB, CO US,-104.75,39.71667,10.35,1963,9.15,1965
LAS CRUCES WHITE SANDS MISSILE RANGE, NM US,-106.48333,32.38333,18.74,1950,17.2,1949
WINK FAA AIRPORT, TX US,-103.2018,31.7801,20.99,2006,16.77,1976
BIG SPRING, TX US,-101.4537,32.2443,19.53,2011,16.31,1976
LUBBOCK INTERNATIONAL AIRPORT, TX US,-101.8231,33.6656,17.48,2012,14.04,1968
ROSWELL MUNICIPAL AIRPORT, NM US,-104.53333,33.4,16.93,1934,13.87,1912
EL PASO INTERNATIONAL AIRPORT, TX US,-106.37583,31.81111,20.3,2017,16.3,1976
RODEO CAA AIRPORT, NM US,-108.98333,31.93333,17.04,1950,15.65,1944
ENGLE CAA AIRPORT, NM US,-107.01667,33.23333,14.43,1948,14.14,1949
AMARILLO AIRPORT, TX US,-101.7042,35.2295,16.3,2012,12.72,1979
TUCUMCARI MUNICIPAL AIRPORT, NM US,-103.60306,35.18222,16.99,2012,13.79,1973
SANTA FE CO MUNICIPAL AIRPORT, NM US,-106.08889,35.61694,12.34,2017,9.65,1942
ALBUQUERQUE INTERNATIONAL AIRPORT, NM US,-106.6155,35.0419,15.59,2017,12.38,1975
CLAYTON MUNICIPAL AIR PARK, NM US,-103.1539,36.4486,14.31,2012,10.3,1929
RATON MUNICIPAL CREWS FIELD AIRPORT, NM US,-104.50222,36.74139,12.19,2012,8.28,1948
PAMPA, TX US,-100.96667,35.53333,15.84,1963,12.72,1958
LAS VEGAS MUNICIPAL AIRPORT, NM US,-105.14194,35.65417,11.26,2012,8.61,1944
PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK, TX US,-104.80889,31.83111,17.2,2012,14.05,1949
OTTO FAA AIRPORT, NM US,-106.01667,35.08333,10.82,1925,8.27,1932
ACOMITA AIRPORT, NM US,-107.71667,35.05,11.73,1950,10.3,1949
COLUMBUS, NM US,-107.63889,31.82972,18.7,2003,15.66,1949
SALT FLAT, TX US,-105.08333,31.75,17.49,1954,16.16,1949
EL MORRO CAA AIRPORT, NM US,-108.4,35.01667,7.54,1946,7.24,1945
ALAMOSA SAN LUIS VALLEY REGIONAL AIRPORT, CO US,-105.8613,37.4389,7.08,2017,3.37,1992
DENVER STAPLETON, CO US,-104.86948,39.76746,12.25,1981,9.04,1951
EAGLE CO AIRPORT, CO US,-106.91667,39.65,7.66,1981,4.07,1952
GARDEN CITY REGIONAL AIRPORT, KS US,-100.72472,37.92722,14.24,1954,10.71,1993
GOODLAND RENNER FIELD, KS US,-101.6932,39.3672,13.64,1934,8.88,1993
GRAND JUNCTION WALKER FIELD, CO US,-108.54,39.1342,14.09,1934,9.94,1912
LA JUNTA MUNICIPAL AIRPORT, CO US,-103.5122,38.0494,14.07,2012,11.08,1966
PUEBLO WEATHER BUREAU AIRPORT, CO US,-104.63333,38.23333,12.25,1953,10.14,1891
TRINIDAD PERRY STOKES AIRPORT, CO US,-104.33778,37.26222,12.77,2012,9.7,1948
CLARENDON, TX US,-100.9126,34.9414,17.82,1954,13.61,1979
DEMING MUNICIPAL AIRPORT, NM US,-107.72056,32.26222,17.48,2017,14.92,1964
EL PASO, TX US,-106.5,31.78333,19.49,1934,16.3,1912
GALLUP MUNICIPAL AIRPORT, NM US,-108.794,35.5144,10.83,2017,7.77,1975
FARMINGTON FOUR CORNERS REGIONAL AIRPORT, NM US,-108.22917,36.74361,12.63,2012,10.27,1948
FORT STOCKTON PECOS CO AIRPORT, TX US,-102.91667,30.91194,20.77,2006,18.2,1997
PHOENIX WILLIAMS GATEWAY AIRPORT, AZ US,-111.66667,33.3,22.49,1958,19.61,1964
DAVIS MONTHAN AFB, AZ US,-110.88333,32.16667,22.2,1954,18.53,1964
LEMOORE REEVES NAS, CA US,-119.95,36.33333,18.8,1992,15.8,1963
PHOENIX LUKE AFB, AZ US,-112.36667,33.55,22.53,1958,20.24,1964
LAS VEGAS NELLIS AFB, NV US,-115.03333,36.25,20.35,1958,18.0,1965
EDWARDS AFB, CA US,-117.86667,34.9,17.73,1950,15.36,1964
STEAD AFB, NV US,-119.86667,39.66667,10.19,1958,8.23,1963
MARCH AFB, CA US,-117.25,33.9,18.36,1959,15.71,1964
SAN BERNARDINO INTERNATIONAL AIRPORT, CA US,-117.23472,34.09528,18.61,1959,16.25,1964
LONG BEACH DAUGHERTY AIRPORT, CA US,-118.1463,33.8116,20.24,2015,15.79,1949
VAN NUYS AIRPORT, CA US,-118.48917,34.20972,20.58,2014,15.89,1949
VICTORVILLE SOUTHERN CALIFORNIA INTERNATIONAL AIRPORT, CA US,-117.38333,34.58333,17.64,1959,15.6,1964
CAMARILLO AIRPORT, CA US,-119.08333,34.21667,18.35,2015,13.95,1964
BURBANK GLENDALE PASADENA AIRPORT, CA US,-118.3575,34.20056,20.15,2014,17.59,1999
TONOPAH AIRPORT, NV US,-117.0902,38.0511,12.88,2014,9.29,1955
ELY AIRPORT, NV US,-114.8466,39.2952,8.85,2015,5.5,1944
BAKERSFIELD AIRPORT, CA US,-119.0542,35.4344,20.78,2014,16.79,1998
BEAUMONT NUMBER 2, CA US,-116.9903,33.9255,18.27,1996,14.49,1944
BISHOP AIRPORT, CA US,-118.358,37.3711,15.28,2014,11.72,1897
BLYTHE ASOS, CA US,-114.7142,33.6186,24.36,2017,21.25,1971
BRYCE CANYON AIRPORT, UT US,-112.14556,37.70639,6.53,2017,3.18,1949
TUCSON INTERNATIONAL AIRPORT, AZ US,-110.9552,32.1313,22.91,2017,18.88,1971
BARSTOW DAGGETT AIRPORT, CA US,-116.7858,34.8536,21.38,1981,18.24,1944
DELTA, UT US,-112.58571,39.33741,11.4,1954,8.14,1984
FLAGSTAFF WEATHER BUREAU CITY, AZ US,-111.66667,35.2,8.05,1948,7.54,1949
GILA BEND FAA AIRPORT, AZ US,-112.71667,32.88333,23.6,1958,21.74,1965
MCCARRAN INTERNATIONAL AIRPORT, NV US,-115.1634,36.0719,22.39,2017,17.92,1949
HANKSVILLE, UT US,-110.71447,38.36921,14.08,2003,8.54,1919
INDIO COACHELLA, CA US,-116.16667,33.68333,22.05,1949,22.05,1949
LAS VEGAS WEATHER BUREAU AIRPORT, NV US,-115.03333,36.23333,19.51,1943,17.83,1941
LOS ANGELES INTERNATIONAL AIRPORT, CA US,-118.3888,33.938,19.1,1959,15.37,1948
MILFORD MUNICIPAL AIRPORT, UT US,-113.01667,38.41667,11.89,2014,9.17,2013
MODENA, UT US,-113.92556,37.79806,10.93,1996,7.24,1949
NEEDLES AIRPORT, CA US,-114.6188,34.7675,25.68,2017,21.18,1941
OCEANSIDE CAA AIRPORT, CA US,-117.41667,33.23333,14.97,1951,14.48,1949
PALMDALE AIRPORT, CA US,-118.08361,34.62944,18.44,2014,14.61,1941
PHOENIX AIRPORT, AZ US,-112.0038,33.4277,25.14,2017,19.91,1964
PRESCOTT LOVE FIELD, AZ US,-112.42083,34.65167,14.81,2017,11.88,1965
RENO AIRPORT, NV US,-119.7711,39.4838,14.06,2014,8.7,1949
SANDBERG, CA US,-118.7242,34.7436,17.06,2014,11.83,1971
SAN DIEGO INTERNATIONAL AIRPORT, CA US,-117.1831,32.7336,19.75,2014,16.26,1948
SANTA BARBARA MUNICIPAL AIRPORT, CA US,-119.8425,34.4258,17.06,2015,13.86,1955
AVALON CATALINA AIRPORT, CA US,-118.41583,33.405,17.52,2015,15.01,1951
SILVER LAKE CAA AIRPORT, CA US,-116.08333,35.33333,21.04,1947,19.89,1948
WINSLOW MUNICIPAL AIRPORT, AZ US,-110.7208,35.0281,14.81,2017,11.37,1968
YUMA INTERNATIONAL AIRPORT, AZ US,-114.6,32.66667,24.88,1981,21.63,1971
CHULA VISTA BROWN FIELD NAAS, CA US,-116.98333,32.58333,17.2,1959,15.56,1955
EL CENTRO NAF, CA US,-115.68333,32.81667,24.18,1958,22.49,1948
TRAVIS FIELD AFB, CA US,-121.93333,38.26667,16.65,1959,14.27,1963
CASTLE AFB, CA US,-120.56667,37.38333,17.7,1958,15.42,1963
SACRAMENTO MATHER AFB, CA US,-121.3,38.56667,17.35,1958,15.11,1963
SACRAMENTO MCCLELLAN AFB, CA US,-121.4,38.66667,17.74,1958,15.14,1965
HAMILTON AFB, CA US,-122.51667,38.06667,15.0,1959,12.63,1965
SANTA ROSA SONOMA CO AIRPORT, CA US,-122.8102,38.5038,15.69,2014,13.77,1999
BLUE CANYON AIRPORT, CA US,-120.7102,39.2774,12.64,2015,8.69,1948
DONNER SUMMIT, CA US,-120.33333,39.31667,6.21,1950,6.21,1950
OAKLAND METROPOLITAN, CA US,-122.2208,37.7214,15.82,2014,12.8,1955
SACRAMENTO EXECUTIVE AIRPORT, CA US,-121.495,38.5069,17.97,2014,14.28,1982
SALINAS AIRPORT, CA US,-121.6081,36.6636,16.12,2014,12.71,1971
SAN FRANCISCO INTERNATIONAL AIRPORT, CA US,-122.3647,37.6197,16.68,2014,12.61,1949
STOCKTON METROPOLITAN AIRPORT, CA US,-121.2258,37.8891,17.98,2014,14.95,1955
WILLIAMS CAA AIRPORT, CA US,-122.15,39.1,16.5,1950,15.51,1949
ALAMEDA NAS, CA US,-122.31667,37.78333,16.48,1995,13.69,1971
MOFFETT FEDERAL AIRFIELD, CA US,-122.0481,37.4058,16.99,2014,13.21,1955
MONTEREY NAF, CA US,-121.86667,36.6,14.39,1958,11.74,1949
CONCORD BUCHANAN FIELD, CA US,-122.055,37.9917,17.51,2017,15.27,2011
MERCED MUNICIPAL AIRPORT, CA US,-120.51278,37.28472,18.78,2014,15.65,1999
MODESTO CITY CO AIRPORT, CA US,-120.9505,37.6241,18.68,2016,14.36,1948
MONTEREY PENINSUL AIRPORT, CA US,-121.8453,36.5881,15.22,2014,12.79,1999
SACRAMENTO 5 ESE, CA US,-121.4183,38.5552,18.8,2014,14.48,1880
SAN FRANCISCO DOWNTOWN, CA US,-122.4269,37.7705,16.01,1992,12.88,1955
SANTA MARIA PUBLIC AIRPORT, CA US,-120.4486,34.8994,17.21,2014,12.58,1971
UKIAH MUNICIPAL AIRPORT, CA US,-123.20083,39.12583,16.79,2014,14.44,2011
WATSONVILLE MUNICIPAL AIRPORT, CA US,-121.7886,36.9358,15.99,2014,13.54,2007
LIVERMORE MUNICIPAL AIRPORT, CA US,-121.8144,37.6927,17.69,2014,14.69,1999
SAN JOSE, CA US,-121.924,37.3591,16.91,2017,14.81,1999
TROY 2 W, AL US,-86.0004,31.7901,19.1,2019,17.17,2014
THOMASVILLE 2 S, AL US,-87.7367,31.8814,18.75,2016,17.05,2014
HOLLY SPRINGS 4 N, MS US,-89.4348,34.8223,16.22,2012,14.09,2014
BATESVILLE 8 WNW, AR US,-91.7812,35.8201,16.07,2012,13.31,2014
PORT ARANSAS 32 NNE, TX US,-96.823,28.3045,22.19,2017,20.49,2014
AUSTIN 33 NW, TX US,-98.0846,30.6222,20.73,2012,19.15,2014
JOPLIN 24 N, MO US,-94.5829,37.4277,14.92,2016,12.55,2014
SALEM 10 W, MO US,-91.7226,37.6344,13.88,2012,11.44,2013
ELLSWORTH AFB, SD US,-103.1,44.15,9.88,1954,6.73,1951
BISMARCK MUNICIPAL AIRPORT, ND US,-100.7572,46.7825,8.07,2016,2.67,1951
DICKINSON THEODORE ROOSEVELT REGIONAL AIRPORT, ND US,-102.7972,46.7994,8.13,1987,2.69,1950
MINOT INTERNATIONAL AIRPORT, ND US,-101.2733,48.2552,8.35,2016,1.49,1950
AKRON WASHINGTON CO AIRPORT, CO US,-103.21667,40.16667,11.78,2012,7.72,1951
CHADRON MUNICIPAL AIRPORT, NE US,-103.0981,42.8374,10.76,2012,7.39,2019
CHEYENNE WSFO AIRPORT, WY US,-104.80694,41.15778,9.44,2012,6.0,1951
DOUGLAS, WY US,-105.38333,42.75,9.12,1981,6.11,1951
HAYES CENTER 1 NW, NE US,-101.03456,40.52315,12.28,1939,8.34,1993
LANDER AIRPORT, WY US,-108.72611,42.81538,9.46,2012,5.18,1993
LARAMIE AIRPORT, WY US,-105.6833,41.3167,6.79,2012,3.49,1993
NORTH PLATTE REGIONAL AIRPORT, NE US,-100.6694,41.1213,11.12,2012,7.25,1978
PHILIP AIRPORT, SD US,-101.60111,44.05111,10.72,2012,5.96,1951
PIERRE REGIONAL AIRPORT, SD US,-100.2855,44.3813,11.11,1934,5.54,1950
ROCK SPRINGS AIRPORT, WY US,-109.05296,41.59466,8.44,2012,4.11,1993
SCOTTSBLUFF W B HEILIG FIELD AIRPORT, NE US,-103.593,41.8705,11.65,2012,7.46,1993
SHERIDAN AIRPORT, WY US,-106.9688,44.7694,8.99,1988,5.15,1978
SIDNEY MUNICIPAL AIRPORT, NE US,-102.9863,41.0993,11.27,2012,7.1,1978
SINCLAIR CAA AIRPORT, WY US,-107.05,41.8,5.59,1950,4.88,1948
VALENTINE MILLER FIELD, NE US,-100.55,42.8783,11.08,2012,6.29,1978
BILLINGS INTERNATIONAL AIRPORT, MT US,-108.5422,45.8069,10.56,2012,5.9,1978
HAVRE WEATHER BUREAU CITY, MT US,-109.66667,48.56667,8.43,1934,3.28,1916
LEWISTOWN AIRPORT, MT US,-109.4578,47.0492,8.12,1934,3.17,1951
MILES CITY AIRPORT, MT US,-105.8825,46.4266,10.0,2012,5.08,1950
CUSTER, MT US,-107.53333,46.13333,9.26,1963,6.55,1949
ALLIANCE MUNICIPAL AIRPORT ASOS, NE US,-102.8017,42.0573,9.84,2012,7.27,2009
CRAIG MOFFAT CO AIRPORT, CO US,-107.52417,40.49278,7.58,2012,4.87,1997
GREYBULL SOUTH BIG HORN CO AIRPORT, WY US,-108.08222,44.51694,9.64,2012,6.64,2009
RAWLINS AIRPORT, WY US,-107.2,41.8,7.88,2012,4.58,1964
RIVERTON REGIONAL AIRPORT, WY US,-108.45889,43.06417,9.21,2012,5.49,2019
WORLAND MUNICIPAL AIRPORT, WY US,-107.95083,43.96583,9.62,1981,5.41,1978
MOORCROFT 3 S, WY US,-104.9291,44.2169,8.13,1981,5.2,1951
CASPER NATRONA CO AIRPORT, WY US,-106.47371,42.89779,9.48,1994,5.81,1985
RAPID CITY REGIONAL AIRPORT, SD US,-103.0536,44.0433,10.17,2012,6.34,1951
IMPERIAL MUNICIPAL AIRPORT, NE US,-101.62,40.51,12.29,2012,9.04,1960
OGDEN HILL AFB, UT US,-111.96667,41.11667,11.68,1958,8.65,1964
DUGWAY PROVING GROUNDS, UT US,-112.93333,40.18333,11.83,1958,9.9,1955
MOUNTAIN HOME AFB, ID US,-115.86667,43.05,12.17,1958,9.25,1964
MOSES LAKE GRANT CO AIRPORT, WA US,-119.31917,47.20778,12.44,1958,9.05,1955
MALMSTROM AFB, MT US,-111.18333,47.51667,10.23,2007,5.02,1951
FAIRCHILD AFB, WA US,-117.65,47.63333,10.09,1958,6.77,1955
FORT BRIDGER AIRPORT, WY US,-110.41667,41.4,6.74,1963,4.39,1951
BATTLE MOUNTAIN 4 SE, NV US,-116.8917,40.6118,12.73,2014,7.72,1949
COALVILLE, UT US,-111.3983,40.9138,8.65,2007,5.53,1932
ELKO REGIONAL AIRPORT, NV US,-115.7886,40.8288,10.37,1981,5.11,1944
FAIRFIELD CAA AIRPORT, UT US,-112.05,40.35,7.21,1949,7.21,1949
LUCIN, UT US,-113.9,41.35,9.95,1921,7.07,1984
OGDEN HINKLEY AIRPORT, UT US,-112.01139,41.19611,12.37,2012,9.65,1951
SALT LAKE CITY INTERNATIONAL AIRPORT, UT US,-111.9694,40.7781,13.61,2012,9.03,1964
WINNEMUCCA AIRPORT, NV US,-117.808,40.9017,11.75,1934,7.72,1985
BAKER CITY AIRPORT, OR US,-117.8086,44.8428,8.92,2018,5.53,1955
BOISE AIR TERMINAL, ID US,-116.2405,43.5666,12.97,2015,7.67,1985
BOZEMAN GALLATIN FIELD AIRPORT, MT US,-111.1608,45.788,8.25,2007,3.67,1975
BURLEY MUNICIPAL AIRPORT, ID US,-113.7661,42.5416,10.87,1994,6.01,1985
BURNS FEDERAL BUILDING, OR US,-119.05,43.58333,9.37,1940,6.87,1964
BUTTE BERT MOONEY AIRPORT, MT US,-112.5006,45.9647,7.1,1925,1.1,1975
COEUR D ALENE AIR TERMINAL, ID US,-116.81667,47.76667,8.11,1952,7.08,1949
CUT BANK AIRPORT, MT US,-112.3752,48.6033,7.26,1939,2.29,1951
DILLON AIRPORT, MT US,-112.5544,45.2575,7.79,2015,4.32,1985
DRUMMOND AVIATION, MT US,-113.1761,46.6383,7.2,1990,2.62,1955
DUBOIS FAA AIRPORT, ID US,-112.21667,44.16667,7.35,1958,4.61,1955
EPHRATA AIRPORT, WA US,-119.5154,47.3078,12.73,2015,8.12,1985
GOODING 2 S, ID US,-114.71667,42.91667,10.99,1934,7.31,1932
GREAT FALLS AIRPORT, MT US,-111.3822,47.4733,9.31,1987,4.55,1996
HELENA AIRPORT ASOS, MT US,-111.9636,46.6056,9.08,2007,4.35,1951
IDAHO FALLS FANNING FIELD, ID US,-112.0639,43.519,8.79,2012,4.11,1964
LA GRANDE MUNICIPAL AIRPORT, OR US,-118.0,45.28333,9.06,1953,8.03,1949
LEWISTON NEZ PERCE CO AIRPORT, ID US,-117.0156,46.3747,13.54,2015,9.38,1955
LIVINGSTON AIRPORT, MT US,-110.4408,45.6983,9.69,1999,5.34,1975
MALAD CITY, ID US,-112.2475,42.1884,10.04,2015,5.49,1985
MEACHAM, OR US,-118.42472,45.51139,8.17,1958,4.93,2011
MISSOULA INTERNATIONAL AIRPORT, MT US,-114.0925,46.9208,8.81,2007,4.94,1964
MULLAN PASS VOR DME, ID US,-115.645,47.45694,5.4,2015,0.99,1955
PENDLETON E OR REGIONAL AIRPORT, OR US,-118.8547,45.6983,13.27,1934,9.01,1985
POCATELLO REGIONAL AIRPORT, ID US,-112.5711,42.9202,9.85,1940,5.64,1985
